"date","price","avocados_sold","type","year","region"
2016-09-25,2.35,21280.92,"organic",2016,"SanFrancisco"
2016-10-02,1.52,731993.57,"conventional",2016,"SanFrancisco"
2016-10-02,2.64,22501.25,"organic",2016,"SanFrancisco"
2016-10-09,1.82,673082.26,"conventional",2016,"SanFrancisco"
2016-10-09,2.72,20761.25,"organic",2016,"SanFrancisco"
2016-10-16,1.99,590535.06,"conventional",2016,"SanFrancisco"
2016-10-16,2.34,9048.18,"organic",2016,"SanFrancisco"
2016-10-23,1.87,411873.66,"conventional",2016,"SanFrancisco"
2016-10-23,2.93,11252.48,"organic",2016,"SanFrancisco"
2016-10-30,2.2,477937.8,"conventional",2016,"SanFrancisco"
2016-10-30,3.25,16700.94,"organic",2016,"SanFrancisco"
2016-11-06,2.07,492504.81,"conventional",2016,"SanFrancisco"
2016-11-06,3.12,19043.8,"organic",2016,"SanFrancisco"
2016-11-13,1.94,506543.8,"conventional",2016,"SanFrancisco"
2016-11-13,2.99,18930.4,"organic",2016,"SanFrancisco"
2016-11-20,1.89,510752.32,"conventional",2016,"SanFrancisco"
2016-11-20,2.94,17436.41,"organic",2016,"SanFrancisco"
2016-11-27,1.75,488378.1,"conventional",2016,"SanFrancisco"
2016-11-27,2.88,17864.74,"organic",2016,"SanFrancisco"
2016-12-04,1.52,542857.36,"conventional",2016,"SanFrancisco"
2016-12-04,2.67,17934.25,"organic",2016,"SanFrancisco"
2016-12-11,1.29,655428.34,"conventional",2016,"SanFrancisco"
2016-12-11,2.67,16323.32,"organic",2016,"SanFrancisco"
2016-12-18,1.22,643518.28,"conventional",2016,"SanFrancisco"
2016-12-18,2.57,14537.83,"organic",2016,"SanFrancisco"
2016-12-25,1.18,690027.33,"conventional",2016,"SanFrancisco"
2016-12-25,2.56,16169.17,"organic",2016,"SanFrancisco"
2017-01-01,0.95,1047175.33,"conventional",2017,"SanFrancisco"
2017-01-01,2.54,19910.51,"organic",2017,"SanFrancisco"
2017-01-08,1.22,953770.46,"conventional",2017,"SanFrancisco"
2017-01-08,2.58,18096.56,"organic",2017,"SanFrancisco"
2017-01-15,1.23,848267.19,"conventional",2017,"SanFrancisco"
2017-01-15,2.7,17202.67,"organic",2017,"SanFrancisco"
2017-01-22,0.94,1089513.11,"conventional",2017,"SanFrancisco"
2017-01-22,2.03,20441.93,"organic",2017,"SanFrancisco"
2017-01-29,1.13,909650.62,"conventional",2017,"SanFrancisco"
2017-01-29,2.7,17708.49,"organic",2017,"SanFrancisco"
2017-02-05,0.84,1557975.05,"conventional",2017,"SanFrancisco"
2017-02-05,1.61,25769.82,"organic",2017,"SanFrancisco"
2017-02-12,1.14,765983.21,"conventional",2017,"SanFrancisco"
2017-02-12,2.59,19433.9,"organic",2017,"SanFrancisco"
2017-02-19,1.17,863688.61,"conventional",2017,"SanFrancisco"
2017-02-19,2.58,19202.54,"organic",2017,"SanFrancisco"
2017-02-26,1.18,891688.67,"conventional",2017,"SanFrancisco"
2017-02-26,2.52,18753.79,"organic",2017,"SanFrancisco"
2017-03-05,1.59,672242.8,"conventional",2017,"SanFrancisco"
2017-03-05,2.92,21218.15,"organic",2017,"SanFrancisco"
2017-03-12,1.8,620908.22,"conventional",2017,"SanFrancisco"
2017-03-12,2.9,17686.1,"organic",2017,"SanFrancisco"
2017-03-19,1.79,639050.82,"conventional",2017,"SanFrancisco"
2017-03-19,2.88,18687.22,"organic",2017,"SanFrancisco"
2017-03-26,1.79,617981.91,"conventional",2017,"SanFrancisco"
2017-03-26,2.83,20170.65,"organic",2017,"SanFrancisco"
2017-04-02,1.79,632537.9,"conventional",2017,"SanFrancisco"
2017-04-02,2.59,21303.86,"organic",2017,"SanFrancisco"
2017-04-09,1.22,961954.91,"conventional",2017,"SanFrancisco"
2017-04-09,2.54,21231.88,"organic",2017,"SanFrancisco"
2017-04-16,1.69,670281.46,"conventional",2017,"SanFrancisco"
2017-04-16,2.59,23032.34,"organic",2017,"SanFrancisco"
2017-04-23,1.83,613563.9,"conventional",2017,"SanFrancisco"
2017-04-23,2.56,21330.52,"organic",2017,"SanFrancisco"
2017-04-30,1.93,612104.34,"conventional",2017,"SanFrancisco"
2017-04-30,2.58,22792.24,"organic",2017,"SanFrancisco"
2017-05-07,1.42,956829.89,"conventional",2017,"SanFrancisco"
2017-05-07,2.54,19401.8,"organic",2017,"SanFrancisco"
2017-05-14,1.77,652375.87,"conventional",2017,"SanFrancisco"
2017-05-14,2.64,20842.19,"organic",2017,"SanFrancisco"
2017-05-21,1.86,652301.59,"conventional",2017,"SanFrancisco"
2017-05-21,2.65,22558.59,"organic",2017,"SanFrancisco"
2017-05-28,1.78,664075.57,"conventional",2017,"SanFrancisco"
2017-05-28,2.73,24852.33,"organic",2017,"SanFrancisco"
2017-06-04,1.83,650426.37,"conventional",2017,"SanFrancisco"
2017-06-04,2.72,23896.87,"organic",2017,"SanFrancisco"
2017-06-11,1.8,608604.75,"conventional",2017,"SanFrancisco"
2017-06-11,2.77,25806.28,"organic",2017,"SanFrancisco"
2017-06-18,1.77,660386.27,"conventional",2017,"SanFrancisco"
2017-06-18,2.76,24037.58,"organic",2017,"SanFrancisco"
2017-06-25,1.53,874937.71,"conventional",2017,"SanFrancisco"
2017-06-25,2.66,15691.4,"organic",2017,"SanFrancisco"
2017-07-02,1.7,700809.09,"conventional",2017,"SanFrancisco"
2017-07-02,2.59,12279.96,"organic",2017,"SanFrancisco"
2017-07-09,1.69,715078.15,"conventional",2017,"SanFrancisco"
2017-07-09,2.45,8311.12,"organic",2017,"SanFrancisco"
2017-07-16,1.74,732328.94,"conventional",2017,"SanFrancisco"
2017-07-16,2.4,14099.42,"organic",2017,"SanFrancisco"
2017-07-23,1.66,675183.5,"conventional",2017,"SanFrancisco"
2017-07-23,2.44,16831.7,"organic",2017,"SanFrancisco"
2017-07-30,1.3,897443.52,"conventional",2017,"SanFrancisco"
2017-07-30,2.14,10110.25,"organic",2017,"SanFrancisco"
2017-08-06,1.62,723557.56,"conventional",2017,"SanFrancisco"
2017-08-06,2.33,13350.56,"organic",2017,"SanFrancisco"
2017-08-13,1.29,821395.74,"conventional",2017,"SanFrancisco"
2017-08-13,2.57,22296.14,"organic",2017,"SanFrancisco"
2017-08-20,2.07,561541.93,"conventional",2017,"SanFrancisco"
2017-08-20,2.93,21524.58,"organic",2017,"SanFrancisco"
2017-08-27,2.09,600153.2,"conventional",2017,"SanFrancisco"
2017-08-27,3,19329.49,"organic",2017,"SanFrancisco"
2017-09-03,1.78,667860.21,"conventional",2017,"SanFrancisco"
2017-09-03,2.08,22836.09,"organic",2017,"SanFrancisco"
2017-09-10,1.71,688636.33,"conventional",2017,"SanFrancisco"
2017-09-10,2.05,28335.3,"organic",2017,"SanFrancisco"
2017-09-17,1.81,648318.59,"conventional",2017,"SanFrancisco"
2017-09-17,2.04,32191.54,"organic",2017,"SanFrancisco"
2017-09-24,1.76,653751.09,"conventional",2017,"SanFrancisco"
2017-09-24,2.06,19095.21,"organic",2017,"SanFrancisco"
2017-10-01,1.79,660452.07,"conventional",2017,"SanFrancisco"
2017-10-01,2.04,22703.05,"organic",2017,"SanFrancisco"
2017-10-08,1.65,780710.38,"conventional",2017,"SanFrancisco"
2017-10-08,2.07,20337.21,"organic",2017,"SanFrancisco"
2017-10-15,1.76,671239.19,"conventional",2017,"SanFrancisco"
2017-10-15,2.09,19027.31,"organic",2017,"SanFrancisco"
2017-10-22,1.57,768374.15,"conventional",2017,"SanFrancisco"
2017-10-22,2.08,18852.58,"organic",2017,"SanFrancisco"
2017-10-29,1.56,716567.05,"conventional",2017,"SanFrancisco"
2017-10-29,2.09,19950.9,"organic",2017,"SanFrancisco"
2017-11-05,1.41,787625.8,"conventional",2017,"SanFrancisco"
2017-11-05,2.05,20213.21,"organic",2017,"SanFrancisco"
2017-11-12,1.27,875104,"conventional",2017,"SanFrancisco"
2017-11-12,2.07,19344.03,"organic",2017,"SanFrancisco"
2017-11-19,1.48,657693,"conventional",2017,"SanFrancisco"
2017-11-19,2.06,17621.85,"organic",2017,"SanFrancisco"
2017-11-26,1.52,630939,"conventional",2017,"SanFrancisco"
2017-11-26,2.06,15701.21,"organic",2017,"SanFrancisco"
2017-12-03,1.28,798853,"conventional",2017,"SanFrancisco"
2017-12-03,2.07,14737.28,"organic",2017,"SanFrancisco"
2017-12-10,1.05,992871.42,"conventional",2017,"SanFrancisco"
2017-12-10,2.27,15142.03,"organic",2017,"SanFrancisco"
2017-12-17,1.4,674625.07,"conventional",2017,"SanFrancisco"
2017-12-17,2.1,17850.72,"organic",2017,"SanFrancisco"
2017-12-24,1.15,860922.52,"conventional",2017,"SanFrancisco"
2017-12-24,2.01,18541.03,"organic",2017,"SanFrancisco"
2017-12-31,0.92,1174818.67,"conventional",2017,"SanFrancisco"
2017-12-31,1.52,24699.21,"organic",2017,"SanFrancisco"
2018-01-07,1.46,818086.25,"conventional",2018,"SanFrancisco"
2018-01-07,2.3,20151.24,"organic",2018,"SanFrancisco"
2018-01-14,1.21,1117376.99,"conventional",2018,"SanFrancisco"
2018-01-14,1.32,37347.89,"organic",2018,"SanFrancisco"
2018-01-21,1.01,1301932.95,"conventional",2018,"SanFrancisco"
2018-01-21,1.36,27919.45,"organic",2018,"SanFrancisco"
2018-01-28,1.38,821352.05,"conventional",2018,"SanFrancisco"
2018-01-28,2.27,20325.75,"organic",2018,"SanFrancisco"
2018-02-04,0.84,1706251.05,"conventional",2018,"SanFrancisco"
2018-02-04,1.34,28070.07,"organic",2018,"SanFrancisco"
2018-02-11,1.32,823086.86,"conventional",2018,"SanFrancisco"
2018-02-11,2.22,21708.65,"organic",2018,"SanFrancisco"
2018-02-18,1.06,1149074.92,"conventional",2018,"SanFrancisco"
2018-02-18,2.25,21551.76,"organic",2018,"SanFrancisco"
2018-02-25,1.17,984000.13,"conventional",2018,"SanFrancisco"
2018-02-25,2.11,24475.48,"organic",2018,"SanFrancisco"
2018-03-04,1.16,1051308.5,"conventional",2018,"SanFrancisco"
2018-03-04,2.07,25055.39,"organic",2018,"SanFrancisco"
2018-03-11,1.29,904333.98,"conventional",2018,"SanFrancisco"
2018-03-11,2.16,25741.84,"organic",2018,"SanFrancisco"
2018-03-18,1.38,777300.99,"conventional",2018,"SanFrancisco"
2018-03-18,1.86,38845.77,"organic",2018,"SanFrancisco"
2018-03-25,1.01,1203274.11,"conventional",2018,"SanFrancisco"
2018-03-25,1.64,34687.2,"organic",2018,"SanFrancisco"
