"","date","price","organic","conventional","avocados_sold","year","region"
"9044",2018-03-18,1.17,0,1,"98328.71",2018,"Spokane"
"9045",2018-03-11,1.3,0,1,"82487.75",2018,"Spokane"
"9046",2018-03-04,1.19,0,1,"94804.19",2018,"Spokane"
"9047",2018-02-25,1.16,0,1,"97120.83",2018,"Spokane"
"9048",2018-02-18,1.28,0,1,"79223.81",2018,"Spokane"
"9049",2018-02-11,1.16,0,1,"95011.27",2018,"Spokane"
"9050",2018-02-04,0.98,0,1,"141362.77",2018,"Spokane"
"9051",2018-01-28,1.16,0,1,"88197.75",2018,"Spokane"
"9052",2018-01-21,1.07,0,1,"105005.26",2018,"Spokane"
"9053",2018-01-14,1.2,0,1,"102537.95",2018,"Spokane"
"9054",2018-01-07,1.18,0,1,"85027.89",2018,"Spokane"
"9055",2018-03-25,1.25,0,1,"165209.29",2018,"StLouis"
"9056",2018-03-18,1.07,0,1,"191261.08",2018,"StLouis"
"9057",2018-03-11,1.02,0,1,"249444.49",2018,"StLouis"
"9058",2018-03-04,1.32,0,1,"172050.58",2018,"StLouis"
"9059",2018-02-25,1.29,0,1,"188826.97",2018,"StLouis"
"9060",2018-02-18,1.22,0,1,"172847.28",2018,"StLouis"
"9061",2018-02-11,1.15,0,1,"174606.68",2018,"StLouis"
"9062",2018-02-04,0.9,0,1,"322673.64",2018,"StLouis"
"9063",2018-01-28,1.24,0,1,"208484.39",2018,"StLouis"
"9064",2018-01-21,1.05,0,1,"257250.2",2018,"StLouis"
"9065",2018-01-14,1.36,0,1,"171192.49",2018,"StLouis"
"9066",2018-01-07,1.34,0,1,"171869.94",2018,"StLouis"
"9067",2018-03-25,1.38,0,1,"93961.48",2018,"Syracuse"
"9068",2018-03-18,1.2,0,1,"71732.63",2018,"Syracuse"
"9069",2018-03-11,1.12,0,1,"90823.29",2018,"Syracuse"
"9070",2018-03-04,1.1,0,1,"89700.27",2018,"Syracuse"
"9071",2018-02-25,1.24,0,1,"68888.16",2018,"Syracuse"
"9072",2018-02-18,1.3,0,1,"65757.32",2018,"Syracuse"
"9073",2018-02-11,1.3,0,1,"78222.88",2018,"Syracuse"
"9074",2018-02-04,1.15,0,1,"113023.35",2018,"Syracuse"
"9075",2018-01-28,1.34,0,1,"73320.15",2018,"Syracuse"
"9076",2018-01-21,1.45,0,1,"84994.86",2018,"Syracuse"
"9077",2018-01-14,1.31,0,1,"79367.52",2018,"Syracuse"
"9078",2018-01-07,1.21,0,1,"68938.02",2018,"Syracuse"
"9079",2018-03-25,1.33,0,1,"469300.74",2018,"Tampa"
"9080",2018-03-18,1.13,0,1,"574380.46",2018,"Tampa"
"9081",2018-03-11,1.16,0,1,"580771.43",2018,"Tampa"
"9082",2018-03-04,1.14,0,1,"597351.68",2018,"Tampa"
"9083",2018-02-25,1.3,0,1,"484876.62",2018,"Tampa"
"9084",2018-02-18,1.33,0,1,"442206.63",2018,"Tampa"
"9085",2018-02-11,1,0,1,"569543.02",2018,"Tampa"
"9086",2018-02-04,0.98,0,1,"853642.9",2018,"Tampa"
"9087",2018-01-28,1.36,0,1,"461179.38",2018,"Tampa"
"9088",2018-01-21,1.17,0,1,"577173.29",2018,"Tampa"
"9089",2018-01-14,1.41,0,1,"446629.55",2018,"Tampa"
"9090",2018-01-07,1.2,0,1,"484007.91",2018,"Tampa"
"9091",2018-03-25,1.03,0,1,"43409835.75",2018,"TotalUS"
"9092",2018-03-18,1.05,0,1,"41386314.12",2018,"TotalUS"
"9093",2018-03-11,1.09,0,1,"40449603.12",2018,"TotalUS"
"9094",2018-03-04,1.07,0,1,"40741214.05",2018,"TotalUS"
"9095",2018-02-25,1.06,0,1,"40021528.76",2018,"TotalUS"
"9096",2018-02-18,1.08,0,1,"36709887.49",2018,"TotalUS"
"9097",2018-02-11,0.97,0,1,"43167806.09",2018,"TotalUS"
"9098",2018-02-04,0.87,0,1,"62505646.52",2018,"TotalUS"
"9099",2018-01-28,1.09,0,1,"40171640.84",2018,"TotalUS"
"9100",2018-01-21,1.08,0,1,"42939821.55",2018,"TotalUS"
"9101",2018-01-14,1.2,0,1,"37299945.22",2018,"TotalUS"
"9102",2018-01-07,1.13,0,1,"36703156.72",2018,"TotalUS"
"9103",2018-03-25,0.93,0,1,"7667064.46",2018,"West"
"9104",2018-03-18,0.99,0,1,"7254940.65",2018,"West"
"9105",2018-03-11,1,0,1,"6906412.5",2018,"West"
"9106",2018-03-04,0.96,0,1,"7371498.76",2018,"West"
"9107",2018-02-25,0.97,0,1,"7408451.31",2018,"West"
"9108",2018-02-18,0.98,0,1,"6783106.02",2018,"West"
"9109",2018-02-11,0.93,0,1,"7463494.79",2018,"West"
"9110",2018-02-04,0.83,0,1,"10565056.41",2018,"West"
"9111",2018-01-28,1.01,0,1,"7007265.31",2018,"West"
"9112",2018-01-21,1.04,0,1,"7053820.12",2018,"West"
"9113",2018-01-14,1.05,0,1,"7577456.14",2018,"West"
"9114",2018-01-07,1.08,0,1,"6358768.95",2018,"West"
"9115",2018-03-25,0.84,0,1,"965185.06",2018,"WestTexNewMexico"
"9116",2018-03-18,0.88,0,1,"855251.17",2018,"WestTexNewMexico"
"9117",2018-03-11,0.94,0,1,"897607.12",2018,"WestTexNewMexico"
"9118",2018-03-04,0.88,0,1,"935934.1",2018,"WestTexNewMexico"
"9119",2018-02-25,0.88,0,1,"895671.55",2018,"WestTexNewMexico"
"9120",2018-02-18,0.89,0,1,"896808.98",2018,"WestTexNewMexico"
"9121",2018-02-11,0.75,0,1,"1071952.06",2018,"WestTexNewMexico"
"9122",2018-02-04,0.76,0,1,"1272039.8",2018,"WestTexNewMexico"
"9123",2018-01-28,0.85,0,1,"957086.16",2018,"WestTexNewMexico"
"9124",2018-01-21,0.84,0,1,"1020913.2",2018,"WestTexNewMexico"
"9125",2018-01-14,0.9,0,1,"950954.6",2018,"WestTexNewMexico"
"9126",2018-01-07,0.88,0,1,"880266.52",2018,"WestTexNewMexico"
"9127",2015-12-27,1.83,1,0,"989.55",2015,"Albany"
"9128",2015-12-20,1.89,1,0,"1163.03",2015,"Albany"
"9129",2015-12-13,1.85,1,0,"995.96",2015,"Albany"
"9130",2015-12-06,1.84,1,0,"1158.42",2015,"Albany"
"9131",2015-11-29,1.94,1,0,"831.69",2015,"Albany"
"9132",2015-11-22,1.94,1,0,"858.83",2015,"Albany"
"9133",2015-11-15,1.89,1,0,"1208.54",2015,"Albany"
"9134",2015-11-08,1.88,1,0,"1332.27",2015,"Albany"
"9135",2015-11-01,1.88,1,0,"1021.68",2015,"Albany"
"9136",2015-10-25,1.83,1,0,"1161.9",2015,"Albany"
"9137",2015-10-18,1.97,1,0,"969.29",2015,"Albany"
"9138",2015-10-11,1.9,1,0,"1170.01",2015,"Albany"
"9139",2015-10-04,1.98,1,0,"1145.88",2015,"Albany"
"9140",2015-09-27,1.98,1,0,"814.13",2015,"Albany"
"9141",2015-09-20,1.98,1,0,"774.2",2015,"Albany"
"9142",2015-09-13,1.99,1,0,"902.5",2015,"Albany"
"9143",2015-09-06,1.86,1,0,"1168.86",2015,"Albany"
"9144",2015-08-30,1.88,1,0,"1239.16",2015,"Albany"
"9145",2015-08-23,1.87,1,0,"1275.64",2015,"Albany"
"9146",2015-08-16,2,1,0,"1467.23",2015,"Albany"
"9147",2015-08-09,1.88,1,0,"1421.47",2015,"Albany"
"9148",2015-08-02,2,1,0,"1223.94",2015,"Albany"
"9149",2015-07-26,2.01,1,0,"1449.04",2015,"Albany"
"9150",2015-07-19,2.08,1,0,"1076.23",2015,"Albany"
"9151",2015-07-12,2.01,1,0,"1175.34",2015,"Albany"
"9152",2015-07-05,2.04,1,0,"1573.19",2015,"Albany"
"9153",2015-06-28,2.02,1,0,"1200.61",2015,"Albany"
"9154",2015-06-21,2.09,1,0,"1053.73",2015,"Albany"
"9155",2015-06-14,2.03,1,0,"1542.45",2015,"Albany"
"9156",2015-06-07,1.93,1,0,"1547.03",2015,"Albany"
"9157",2015-05-31,1.9,1,0,"1752.14",2015,"Albany"
"9158",2015-05-24,1.93,1,0,"1628.65",2015,"Albany"
"9159",2015-05-17,1.87,1,0,"1881.08",2015,"Albany"
"9160",2015-05-10,1.98,1,0,"2117.48",2015,"Albany"
"9161",2015-05-03,2.03,1,0,"1798.99",2015,"Albany"
"9162",2015-04-26,1.9,1,0,"929.61",2015,"Albany"
"9163",2015-04-19,1.96,1,0,"1516.24",2015,"Albany"
"9164",2015-04-12,1.76,1,0,"1634.59",2015,"Albany"
"9165",2015-04-05,1.93,1,0,"1526.1",2015,"Albany"
"9166",2015-03-29,1.93,1,0,"1082.44",2015,"Albany"
"9167",2015-03-22,1.86,1,0,"1375.02",2015,"Albany"
"9168",2015-03-15,1.79,1,0,"1473.56",2015,"Albany"
"9169",2015-03-08,1.79,1,0,"1626.32",2015,"Albany"
"9170",2015-03-01,1.76,1,0,"1663.35",2015,"Albany"
"9171",2015-02-22,1.82,1,0,"1152.33",2015,"Albany"
"9172",2015-02-15,1.81,1,0,"1182.3",2015,"Albany"
"9173",2015-02-08,1.59,1,0,"1770.87",2015,"Albany"
"9174",2015-02-01,1.83,1,0,"1228.51",2015,"Albany"
"9175",2015-01-25,1.89,1,0,"1115.89",2015,"Albany"
"9176",2015-01-18,1.93,1,0,"1118.47",2015,"Albany"
"9177",2015-01-11,1.77,1,0,"1182.56",2015,"Albany"
"9178",2015-01-04,1.79,1,0,"1373.95",2015,"Albany"
"9179",2015-12-27,1.84,1,0,"3195",2015,"Atlanta"
"9180",2015-12-20,1.89,1,0,"3973.64",2015,"Atlanta"
"9181",2015-12-13,1.78,1,0,"3610.91",2015,"Atlanta"
"9182",2015-12-06,1.48,1,0,"4400.25",2015,"Atlanta"
"9183",2015-11-29,1.37,1,0,"5205.88",2015,"Atlanta"
"9184",2015-11-22,1.88,1,0,"4015.99",2015,"Atlanta"
"9185",2015-11-15,1.85,1,0,"3888.18",2015,"Atlanta"
"9186",2015-11-08,1.74,1,0,"5317.73",2015,"Atlanta"
"9187",2015-11-01,1.79,1,0,"5445.08",2015,"Atlanta"
"9188",2015-10-25,1.87,1,0,"5476.77",2015,"Atlanta"
"9189",2015-10-18,1.94,1,0,"5657.95",2015,"Atlanta"
"9190",2015-10-11,1.75,1,0,"7279.83",2015,"Atlanta"
"9191",2015-10-04,1.79,1,0,"7423.5",2015,"Atlanta"
"9192",2015-09-27,2.01,1,0,"5392.63",2015,"Atlanta"
"9193",2015-09-20,2.04,1,0,"5705.15",2015,"Atlanta"
"9194",2015-09-13,2,1,0,"5891.89",2015,"Atlanta"
"9195",2015-09-06,1.98,1,0,"6736.29",2015,"Atlanta"
"9196",2015-08-30,1.53,1,0,"9298.19",2015,"Atlanta"
"9197",2015-08-23,1.52,1,0,"10342.09",2015,"Atlanta"
"9198",2015-08-16,1.83,1,0,"6627.48",2015,"Atlanta"
"9199",2015-08-09,2.01,1,0,"5579.38",2015,"Atlanta"
"9200",2015-08-02,1.8,1,0,"5792.88",2015,"Atlanta"
"9201",2015-07-26,1.56,1,0,"7888.45",2015,"Atlanta"
"9202",2015-07-19,1.29,1,0,"7641.69",2015,"Atlanta"
"9203",2015-07-12,1.6,1,0,"5946.34",2015,"Atlanta"
"9204",2015-07-05,1.5,1,0,"5744.26",2015,"Atlanta"
"9205",2015-06-28,1.39,1,0,"6313.67",2015,"Atlanta"
"9206",2015-06-21,1.83,1,0,"5003.46",2015,"Atlanta"
"9207",2015-06-14,1.85,1,0,"4484.76",2015,"Atlanta"
"9208",2015-06-07,1.74,1,0,"4096.05",2015,"Atlanta"
"9209",2015-05-31,1.84,1,0,"4803.11",2015,"Atlanta"
"9210",2015-05-24,1.74,1,0,"5464.3",2015,"Atlanta"
"9211",2015-05-17,1.78,1,0,"5157.67",2015,"Atlanta"
"9212",2015-05-10,1.82,1,0,"5067.95",2015,"Atlanta"
"9213",2015-05-03,2.03,1,0,"3976.19",2015,"Atlanta"
"9214",2015-04-26,2.01,1,0,"4447.09",2015,"Atlanta"
"9215",2015-04-19,1.63,1,0,"6705.06",2015,"Atlanta"
"9216",2015-04-12,1.79,1,0,"6687.31",2015,"Atlanta"
"9217",2015-04-05,1.74,1,0,"5558.81",2015,"Atlanta"
"9218",2015-03-29,1.88,1,0,"5076.62",2015,"Atlanta"
"9219",2015-03-22,1.62,1,0,"6483.98",2015,"Atlanta"
"9220",2015-03-15,1.19,1,0,"13985.95",2015,"Atlanta"
"9221",2015-03-08,1.22,1,0,"16026.95",2015,"Atlanta"
"9222",2015-03-01,1.22,1,0,"16227.56",2015,"Atlanta"
"9223",2015-02-22,1.38,1,0,"10969.92",2015,"Atlanta"
"9224",2015-02-15,1.46,1,0,"7783.29",2015,"Atlanta"
"9225",2015-02-08,1.29,1,0,"13288.3",2015,"Atlanta"
"9226",2015-02-01,1.44,1,0,"7665.7",2015,"Atlanta"
"9227",2015-01-25,1.87,1,0,"3047.38",2015,"Atlanta"
"9228",2015-01-18,1.86,1,0,"4294.01",2015,"Atlanta"
"9229",2015-01-11,1.84,1,0,"3743.82",2015,"Atlanta"
"9230",2015-01-04,0,1,0,"3846.69",2015,"Atlanta"
"9231",2015-12-27,1.51,1,0,"14201.42",2015,"BaltimoreWashington"
"9232",2015-12-20,1.67,1,0,"9296.03",2015,"BaltimoreWashington"
"9233",2015-12-13,1.72,1,0,"12403.85",2015,"BaltimoreWashington"
"9234",2015-12-06,1.46,1,0,"9717.55",2015,"BaltimoreWashington"
"9235",2015-11-29,1.32,1,0,"10961.82",2015,"BaltimoreWashington"
"9236",2015-11-22,1.39,1,0,"9576.59",2015,"BaltimoreWashington"
"9237",2015-11-15,1.64,1,0,"6884.09",2015,"BaltimoreWashington"
"9238",2015-11-08,1.65,1,0,"7159.03",2015,"BaltimoreWashington"
"9239",2015-11-01,1.6,1,0,"9421.09",2015,"BaltimoreWashington"
"9240",2015-10-25,1.59,1,0,"11223.38",2015,"BaltimoreWashington"
"9241",2015-10-18,1.54,1,0,"10215.96",2015,"BaltimoreWashington"
"9242",2015-10-11,1.53,1,0,"9453.04",2015,"BaltimoreWashington"
"9243",2015-10-04,1.63,1,0,"8857.68",2015,"BaltimoreWashington"
"9244",2015-09-27,1.7,1,0,"7552.49",2015,"BaltimoreWashington"
"9245",2015-09-20,1.35,1,0,"11150.19",2015,"BaltimoreWashington"
"9246",2015-09-13,1.6,1,0,"11772.43",2015,"BaltimoreWashington"
"9247",2015-09-06,1.58,1,0,"14379.6",2015,"BaltimoreWashington"
"9248",2015-08-30,1.6,1,0,"12626.2",2015,"BaltimoreWashington"
"9249",2015-08-23,1.72,1,0,"11555.75",2015,"BaltimoreWashington"
"9250",2015-08-16,1.75,1,0,"10280.59",2015,"BaltimoreWashington"
"9251",2015-08-09,1.66,1,0,"13132.64",2015,"BaltimoreWashington"
"9252",2015-08-02,1.72,1,0,"11937.63",2015,"BaltimoreWashington"
"9253",2015-07-26,1.72,1,0,"8502.95",2015,"BaltimoreWashington"
"9254",2015-07-19,1.81,1,0,"8669.79",2015,"BaltimoreWashington"
"9255",2015-07-12,1.7,1,0,"8904.2",2015,"BaltimoreWashington"
"9256",2015-07-05,1.69,1,0,"12480.84",2015,"BaltimoreWashington"
"9257",2015-06-28,1.7,1,0,"11718.49",2015,"BaltimoreWashington"
"9258",2015-06-21,1.69,1,0,"10939.94",2015,"BaltimoreWashington"
"9259",2015-06-14,1.61,1,0,"13924.11",2015,"BaltimoreWashington"
"9260",2015-06-07,1.71,1,0,"13808.71",2015,"BaltimoreWashington"
"9261",2015-05-31,1.69,1,0,"12640.64",2015,"BaltimoreWashington"
"9262",2015-05-24,1.69,1,0,"17042.46",2015,"BaltimoreWashington"
"9263",2015-05-17,1.42,1,0,"22470.42",2015,"BaltimoreWashington"
"9264",2015-05-10,1.7,1,0,"14499.46",2015,"BaltimoreWashington"
"9265",2015-05-03,1.66,1,0,"16396.29",2015,"BaltimoreWashington"
"9266",2015-04-26,1.7,1,0,"13466.97",2015,"BaltimoreWashington"
"9267",2015-04-19,1.64,1,0,"15852.99",2015,"BaltimoreWashington"
"9268",2015-04-12,1.66,1,0,"15999.82",2015,"BaltimoreWashington"
"9269",2015-04-05,1.63,1,0,"14551.96",2015,"BaltimoreWashington"
"9270",2015-03-29,1.63,1,0,"15847.83",2015,"BaltimoreWashington"
"9271",2015-03-22,1.25,1,0,"16507",2015,"BaltimoreWashington"
"9272",2015-03-15,1.59,1,0,"11586.41",2015,"BaltimoreWashington"
"9273",2015-03-08,1.56,1,0,"19053.84",2015,"BaltimoreWashington"
"9274",2015-03-01,1.58,1,0,"15923.18",2015,"BaltimoreWashington"
"9275",2015-02-22,1.19,1,0,"23920.36",2015,"BaltimoreWashington"
"9276",2015-02-15,1.56,1,0,"16335.15",2015,"BaltimoreWashington"
"9277",2015-02-08,1.43,1,0,"14898.15",2015,"BaltimoreWashington"
"9278",2015-02-01,1.15,1,0,"27929.74",2015,"BaltimoreWashington"
"9279",2015-01-25,1.41,1,0,"15387.74",2015,"BaltimoreWashington"
"9280",2015-01-18,1.41,1,0,"14057.45",2015,"BaltimoreWashington"
"9281",2015-01-11,1.22,1,0,"26008.88",2015,"BaltimoreWashington"
"9282",2015-01-04,1.29,1,0,"19137.28",2015,"BaltimoreWashington"
"9283",2015-12-27,0.91,1,0,"2272.26",2015,"Boise"
"9284",2015-12-20,1.17,1,0,"1807.57",2015,"Boise"
"9285",2015-12-13,0.87,1,0,"4054.49",2015,"Boise"
"9286",2015-12-06,1.36,1,0,"1286.83",2015,"Boise"
"9287",2015-11-29,1.34,1,0,"1047.42",2015,"Boise"
"9288",2015-11-22,1.54,1,0,"1000.86",2015,"Boise"
"9289",2015-11-15,1.78,1,0,"881.14",2015,"Boise"
"9290",2015-11-08,1.5,1,0,"1059.69",2015,"Boise"
"9291",2015-11-01,1.16,1,0,"2767.88",2015,"Boise"
"9292",2015-10-25,1.95,1,0,"1106.41",2015,"Boise"
"9293",2015-10-18,2.05,1,0,"1169.26",2015,"Boise"
"9294",2015-10-11,1.95,1,0,"1396.94",2015,"Boise"
"9295",2015-10-04,1.83,1,0,"1802.83",2015,"Boise"
"9296",2015-09-27,2.02,1,0,"1137.03",2015,"Boise"
"9297",2015-09-20,1.93,1,0,"956.97",2015,"Boise"
"9298",2015-09-13,2.28,1,0,"996.79",2015,"Boise"
"9299",2015-09-06,2.35,1,0,"908.95",2015,"Boise"
"9300",2015-08-30,1.47,1,0,"3103.71",2015,"Boise"
"9301",2015-08-23,2.29,1,0,"937.64",2015,"Boise"
"9302",2015-08-16,1.69,1,0,"2649.76",2015,"Boise"
"9303",2015-08-09,1.91,1,0,"1656.67",2015,"Boise"
"9304",2015-08-02,2.15,1,0,"1196.53",2015,"Boise"
"9305",2015-07-26,2.08,1,0,"1555.89",2015,"Boise"
"9306",2015-07-19,1.45,1,0,"3103.11",2015,"Boise"
"9307",2015-07-12,2.05,1,0,"1454.28",2015,"Boise"
"9308",2015-07-05,2.18,1,0,"1594.45",2015,"Boise"
"9309",2015-06-28,1.58,1,0,"2550.15",2015,"Boise"
"9310",2015-06-21,1.49,1,0,"1921.75",2015,"Boise"
"9311",2015-06-14,2.18,1,0,"1402.21",2015,"Boise"
"9312",2015-06-07,2.24,1,0,"1381.67",2015,"Boise"
"9313",2015-05-31,1.54,1,0,"2693.46",2015,"Boise"
"9314",2015-05-24,1.97,1,0,"1274.53",2015,"Boise"
"9315",2015-05-17,1.92,1,0,"1178.2",2015,"Boise"
"9316",2015-05-10,1.71,1,0,"1404.65",2015,"Boise"
"9317",2015-05-03,1.55,1,0,"1403.79",2015,"Boise"
"9318",2015-04-26,1.36,1,0,"2154.49",2015,"Boise"
"9319",2015-04-19,1.69,1,0,"1453.59",2015,"Boise"
"9320",2015-04-12,1.41,1,0,"3807.38",2015,"Boise"
"9321",2015-04-05,1.83,1,0,"1701.31",2015,"Boise"
"9322",2015-03-29,1.52,1,0,"3933.04",2015,"Boise"
"9323",2015-03-22,1.51,1,0,"3570.83",2015,"Boise"
"9324",2015-03-15,1.63,1,0,"1777.09",2015,"Boise"
"9325",2015-03-08,1.5,1,0,"4314.45",2015,"Boise"
"9326",2015-03-01,1.68,1,0,"1396.48",2015,"Boise"
"9327",2015-02-22,1.75,1,0,"1081.18",2015,"Boise"
"9328",2015-02-15,1.62,1,0,"1308.88",2015,"Boise"
"9329",2015-02-08,1.35,1,0,"3870.67",2015,"Boise"
"9330",2015-02-01,1.43,1,0,"1780.76",2015,"Boise"
"9331",2015-01-25,1.82,1,0,"1174.53",2015,"Boise"
"9332",2015-01-18,1.44,1,0,"2973.94",2015,"Boise"
"9333",2015-01-11,1.44,1,0,"2378.68",2015,"Boise"
"9334",2015-01-04,1.64,1,0,"1505.12",2015,"Boise"
"9335",2015-12-27,1.48,1,0,"7986.08",2015,"Boston"
"9336",2015-12-20,1.41,1,0,"7939.48",2015,"Boston"
"9337",2015-12-13,1.55,1,0,"8563.97",2015,"Boston"
"9338",2015-12-06,1.29,1,0,"8286.37",2015,"Boston"
"9339",2015-11-29,1.28,1,0,"6869.81",2015,"Boston"
"9340",2015-11-22,1.27,1,0,"7668.48",2015,"Boston"
"9341",2015-11-15,1.15,1,0,"8779.47",2015,"Boston"
"9342",2015-11-08,1.22,1,0,"7507.69",2015,"Boston"
"9343",2015-11-01,1.3,1,0,"7166.04",2015,"Boston"
"9344",2015-10-25,1.27,1,0,"8471.24",2015,"Boston"
"9345",2015-10-18,1.26,1,0,"6986.04",2015,"Boston"
"9346",2015-10-11,1.26,1,0,"7698.58",2015,"Boston"
"9347",2015-10-04,1.28,1,0,"8186.26",2015,"Boston"
"9348",2015-09-27,2,1,0,"2023.36",2015,"Boston"
"9349",2015-09-20,2.01,1,0,"2623.42",2015,"Boston"
"9350",2015-09-13,2,1,0,"3283.74",2015,"Boston"
"9351",2015-09-06,1.97,1,0,"3343.86",2015,"Boston"
"9352",2015-08-30,2.03,1,0,"2633.6",2015,"Boston"
"9353",2015-08-23,2,1,0,"3080.47",2015,"Boston"
"9354",2015-08-16,2.09,1,0,"2694.61",2015,"Boston"
"9355",2015-08-09,2.02,1,0,"2955.27",2015,"Boston"
"9356",2015-08-02,2.12,1,0,"3357.29",2015,"Boston"
"9357",2015-07-26,2.02,1,0,"3367.46",2015,"Boston"
"9358",2015-07-19,2.05,1,0,"3388.25",2015,"Boston"
"9359",2015-07-12,2.19,1,0,"2763.5",2015,"Boston"
"9360",2015-07-05,2.13,1,0,"3135.77",2015,"Boston"
"9361",2015-06-28,2.03,1,0,"3045.1",2015,"Boston"
"9362",2015-06-21,2.06,1,0,"2662.63",2015,"Boston"
"9363",2015-06-14,2.03,1,0,"2943.18",2015,"Boston"
"9364",2015-06-07,2,1,0,"3641",2015,"Boston"
"9365",2015-05-31,1.94,1,0,"4235.93",2015,"Boston"
"9366",2015-05-24,1.94,1,0,"3507.89",2015,"Boston"
"9367",2015-05-17,1.91,1,0,"4366.74",2015,"Boston"
"9368",2015-05-10,2.02,1,0,"3428.91",2015,"Boston"
"9369",2015-05-03,1.82,1,0,"4123.17",2015,"Boston"
"9370",2015-04-26,1.86,1,0,"3517.6",2015,"Boston"
"9371",2015-04-19,1.94,1,0,"2696.21",2015,"Boston"
"9372",2015-04-12,1.86,1,0,"3619.27",2015,"Boston"
"9373",2015-04-05,1.91,1,0,"3202.71",2015,"Boston"
"9374",2015-03-29,1.98,1,0,"2121.96",2015,"Boston"
"9375",2015-03-22,1.94,1,0,"2763.26",2015,"Boston"
"9376",2015-03-15,1.99,1,0,"1965.57",2015,"Boston"
"9377",2015-03-08,1.91,1,0,"2566.9",2015,"Boston"
"9378",2015-03-01,1.85,1,0,"3024.12",2015,"Boston"
"9379",2015-02-22,1.74,1,0,"3325.89",2015,"Boston"
"9380",2015-02-15,1.91,1,0,"2271.95",2015,"Boston"
"9381",2015-02-08,1.91,1,0,"3098.29",2015,"Boston"
"9382",2015-02-01,1.78,1,0,"2943.85",2015,"Boston"
"9383",2015-01-25,2.01,1,0,"1948.28",2015,"Boston"
"9384",2015-01-18,2,1,0,"2209.34",2015,"Boston"
"9385",2015-01-11,1.94,1,0,"2217.82",2015,"Boston"
"9386",2015-01-04,1.83,1,0,"2192.13",2015,"Boston"
"9387",2015-12-27,1.47,1,0,"5043.15",2015,"BuffaloRochester"
"9388",2015-12-20,1.5,1,0,"5314.55",2015,"BuffaloRochester"
"9389",2015-12-13,1.45,1,0,"4317.94",2015,"BuffaloRochester"
"9390",2015-12-06,1.57,1,0,"2544.92",2015,"BuffaloRochester"
"9391",2015-11-29,1.6,1,0,"2261.52",2015,"BuffaloRochester"
"9392",2015-11-22,1.57,1,0,"2626.33",2015,"BuffaloRochester"
"9393",2015-11-15,1.59,1,0,"1852.24",2015,"BuffaloRochester"
"9394",2015-11-08,1.55,1,0,"4031.98",2015,"BuffaloRochester"
"9395",2015-11-01,1.55,1,0,"2738.24",2015,"BuffaloRochester"
"9396",2015-10-25,1.55,1,0,"3021.45",2015,"BuffaloRochester"
"9397",2015-10-18,1.57,1,0,"3334.38",2015,"BuffaloRochester"
"9398",2015-10-11,1.52,1,0,"4176.1",2015,"BuffaloRochester"
"9399",2015-10-04,1.55,1,0,"3447.03",2015,"BuffaloRochester"
"9400",2015-09-27,1.58,1,0,"1477.67",2015,"BuffaloRochester"
"9401",2015-09-20,1.56,1,0,"3291.61",2015,"BuffaloRochester"
"9402",2015-09-13,1.55,1,0,"4265.98",2015,"BuffaloRochester"
"9403",2015-09-06,1.53,1,0,"5283.38",2015,"BuffaloRochester"
"9404",2015-08-30,1.62,1,0,"1771.59",2015,"BuffaloRochester"
"9405",2015-08-23,1.57,1,0,"3681.62",2015,"BuffaloRochester"
"9406",2015-08-16,1.89,1,0,"716.29",2015,"BuffaloRochester"
"9407",2015-08-09,1.6,1,0,"2743.42",2015,"BuffaloRochester"
"9408",2015-08-02,1.86,1,0,"3348.4",2015,"BuffaloRochester"
"9409",2015-07-26,1.87,1,0,"3413.88",2015,"BuffaloRochester"
"9410",2015-07-19,1.91,1,0,"1728.99",2015,"BuffaloRochester"
"9411",2015-07-12,2.02,1,0,"614.3",2015,"BuffaloRochester"
"9412",2015-07-05,1.91,1,0,"1439.39",2015,"BuffaloRochester"
"9413",2015-06-28,1.83,1,0,"3567.3",2015,"BuffaloRochester"
"9414",2015-06-21,1.9,1,0,"1187.71",2015,"BuffaloRochester"
"9415",2015-06-14,1.83,1,0,"3436.93",2015,"BuffaloRochester"
"9416",2015-06-07,1.8,1,0,"4777.04",2015,"BuffaloRochester"
"9417",2015-05-31,1.79,1,0,"5018.44",2015,"BuffaloRochester"
"9418",2015-05-24,1.8,1,0,"5016.96",2015,"BuffaloRochester"
"9419",2015-05-17,1.79,1,0,"5111.52",2015,"BuffaloRochester"
"9420",2015-05-10,1.85,1,0,"2161.08",2015,"BuffaloRochester"
"9421",2015-05-03,1.81,1,0,"3647.7",2015,"BuffaloRochester"
"9422",2015-04-26,1.84,1,0,"2560.97",2015,"BuffaloRochester"
"9423",2015-04-19,1.83,1,0,"2731.48",2015,"BuffaloRochester"
"9424",2015-04-12,1.79,1,0,"3473.94",2015,"BuffaloRochester"
"9425",2015-04-05,1.8,1,0,"2585.22",2015,"BuffaloRochester"
"9426",2015-03-29,1.83,1,0,"1642.66",2015,"BuffaloRochester"
"9427",2015-03-22,1.93,1,0,"530.96",2015,"BuffaloRochester"
"9428",2015-03-15,1.79,1,0,"712.4",2015,"BuffaloRochester"
"9429",2015-03-08,1.56,1,0,"2163.15",2015,"BuffaloRochester"
"9430",2015-03-01,1.55,1,0,"3520.47",2015,"BuffaloRochester"
"9431",2015-02-22,1.53,1,0,"5821.39",2015,"BuffaloRochester"
