Country,alpha_3,Date,Infected
Sudan,SDN,3/28/2020,5
Suriname,SUR,3/28/2020,8
Sweden,SWE,3/28/2020,3447
Switzerland,CHE,3/28/2020,14076
Syria,SYR,3/28/2020,5
Taiwan*,TWN,3/28/2020,283
Tanzania,TZA,3/28/2020,14
Thailand,THA,3/28/2020,1245
Timor-Leste,TLS,3/28/2020,1
Togo,TGO,3/28/2020,25
Trinidad and Tobago,TTO,3/28/2020,74
Tunisia,TUN,3/28/2020,278
Turkey,TUR,3/28/2020,7402
US,USA,3/28/2020,121465
Uganda,UGA,3/28/2020,30
Ukraine,UKR,3/28/2020,356
United Arab Emirates,ARE,3/28/2020,468
United Kingdom,GBR,3/28/2020,17312
Uruguay,URY,3/28/2020,274
Uzbekistan,UZB,3/28/2020,104
Venezuela,VEN,3/28/2020,119
Vietnam,VNM,3/28/2020,174
Western Sahara,ESH,3/28/2020,0
Yemen,YEM,3/28/2020,0
Zambia,ZMB,3/28/2020,28
Zimbabwe,ZWE,3/28/2020,7
Afghanistan,AFG,3/29/2020,120
Albania,ALB,3/29/2020,212
Algeria,DZA,3/29/2020,511
Andorra,AND,3/29/2020,334
Angola,AGO,3/29/2020,7
Antigua and Barbuda,ATG,3/29/2020,7
Argentina,ARG,3/29/2020,745
Armenia,ARM,3/29/2020,424
Australia,AUS,3/29/2020,3984
Austria,AUT,3/29/2020,8788
Azerbaijan,AZE,3/29/2020,209
Bahamas,BHS,3/29/2020,11
Bahrain,BHR,3/29/2020,499
Bangladesh,BGD,3/29/2020,48
Barbados,BRB,3/29/2020,33
Belarus,BLR,3/29/2020,94
Belgium,BEL,3/29/2020,10836
Belize,BLZ,3/29/2020,2
Benin,BEN,3/29/2020,6
Bhutan,BTN,3/29/2020,4
Bolivia,BOL,3/29/2020,81
Bosnia and Herzegovina,BIH,3/29/2020,323
Botswana,BWA,3/29/2020,0
Brazil,BRA,3/29/2020,4256
Brunei,BRN,3/29/2020,126
Bulgaria,BGR,3/29/2020,346
Burkina Faso,BFA,3/29/2020,222
Burma,BUM,3/29/2020,10
Burundi,BDI,3/29/2020,0
Cabo Verde,CPV,3/29/2020,6
Cambodia,KHM,3/29/2020,103
Cameroon,CMR,3/29/2020,139
Canada,CAN,3/29/2020,6280
Central African Republic,CAF,3/29/2020,3
Chad,TCD,3/29/2020,3
Chile,CHL,3/29/2020,2139
China,CHN,3/29/2020,82122
Colombia,COL,3/29/2020,702
Congo (Brazzaville),COG,3/29/2020,19
Congo (Kinshasa),COD,3/29/2020,65
Costa Rica,CRI,3/29/2020,314
Cote d'Ivoire,CIV,3/29/2020,165
Croatia,HRV,3/29/2020,713
Cuba,CUB,3/29/2020,139
Cyprus,CYP,3/29/2020,214
Czechia,CZE,3/29/2020,2817
Denmark,DNK,3/29/2020,2564
Djibouti,DJI,3/29/2020,18
Dominica,DMA,3/29/2020,11
Dominican Republic,DOM,3/29/2020,859
Ecuador,ECU,3/29/2020,1924
Egypt,EGY,3/29/2020,609
El Salvador,SLV,3/29/2020,24
Equatorial Guinea,GNQ,3/29/2020,12
Eritrea,ERI,3/29/2020,12
Estonia,EST,3/29/2020,679
Eswatini,SWZ,3/29/2020,9
Ethiopia,ETH,3/29/2020,21
Fiji,FJI,3/29/2020,5
Finland,FIN,3/29/2020,1240
France,FRA,3/29/2020,40708
Gabon,GAB,3/29/2020,7
Gambia,GMB,3/29/2020,4
Georgia,GEO,3/29/2020,91
Germany,DEU,3/29/2020,62095
Ghana,GHA,3/29/2020,152
Greece,GRC,3/29/2020,1156
Grenada,GRD,3/29/2020,9
Guatemala,GTM,3/29/2020,34
Guinea,GIN,3/29/2020,16
Guinea-Bissau,GNB,3/29/2020,2
Guyana,GUY,3/29/2020,8
Haiti,HTI,3/29/2020,15
Holy See,VAT,3/29/2020,6
Honduras,HND,3/29/2020,110
Hungary,HUN,3/29/2020,408
Iceland,ISL,3/29/2020,1020
India,IND,3/29/2020,1024
Indonesia,IDN,3/29/2020,1285
Iran,IRN,3/29/2020,38309
Iraq,IRQ,3/29/2020,547
Ireland,IRL,3/29/2020,2615
Israel,ISR,3/29/2020,4247
Italy,ITA,3/29/2020,97689
Jamaica,JAM,3/29/2020,32
Japan,JPN,3/29/2020,1866
Jordan,JOR,3/29/2020,259
Kazakhstan,KAZ,3/29/2020,284
Kenya,KEN,3/29/2020,42
"Korea, South",KOR,3/29/2020,9583
Kosovo,RKS,3/29/2020,94
Kuwait,KWT,3/29/2020,255
Kyrgyzstan,KGZ,3/29/2020,84
Laos,LAO,3/29/2020,8
Latvia,LVA,3/29/2020,347
Lebanon,LBN,3/29/2020,438
Liberia,LBR,3/29/2020,3
Libya,LBY,3/29/2020,8
Liechtenstein,LIE,3/29/2020,56
Lithuania,LTU,3/29/2020,460
Luxembourg,LUX,3/29/2020,1950
Madagascar,MDG,3/29/2020,39
Malawi,MWI,3/29/2020,0
Malaysia,MYS,3/29/2020,2470
Maldives,MDV,3/29/2020,17
Mali,MLI,3/29/2020,18
Malta,MLT,3/29/2020,151
Mauritania,MRT,3/29/2020,5
Mauritius,MUS,3/29/2020,107
Mexico,MEX,3/29/2020,848
Moldova,MDA,3/29/2020,263
Monaco,MCO,3/29/2020,46
Mongolia,MNG,3/29/2020,12
Montenegro,MNE,3/29/2020,85
Morocco,MAR,3/29/2020,479
Mozambique,MOZ,3/29/2020,8
Namibia,NAM,3/29/2020,11
Nepal,NPL,3/29/2020,5
Netherlands,NLD,3/29/2020,10930
New Zealand,NZL,3/29/2020,514
Nicaragua,NIC,3/29/2020,4
Niger,NER,3/29/2020,18
Nigeria,NGA,3/29/2020,111
North Macedonia,MKD,3/29/2020,259
Norway,NOR,3/29/2020,4284
Oman,OMN,3/29/2020,167
Pakistan,PAK,3/29/2020,1597
Panama,PAN,3/29/2020,901
Papua New Guinea,PNG,3/29/2020,1
Paraguay,PRY,3/29/2020,59
Peru,PER,3/29/2020,852
Philippines,PHL,3/29/2020,1418
Poland,POL,3/29/2020,1862
Portugal,PRT,3/29/2020,5962
Qatar,QAT,3/29/2020,634
Romania,ROU,3/29/2020,1815
Russia,RUS,3/29/2020,1534
Rwanda,RWA,3/29/2020,70
Saint Kitts and Nevis,KNA,3/29/2020,2
Saint Lucia,LCA,3/29/2020,9
Saint Vincent and the Grenadines,VCT,3/29/2020,1
San Marino,SMR,3/29/2020,224
Sao Tome and Principe,STP,3/29/2020,0
Saudi Arabia,SAU,3/29/2020,1299
Senegal,SEN,3/29/2020,142
Serbia,SRB,3/29/2020,741
Seychelles,SYC,3/29/2020,8
Sierra Leone,SLE,3/29/2020,0
Singapore,SGP,3/29/2020,844
Slovakia,SVK,3/29/2020,314
Slovenia,SVN,3/29/2020,730
Somalia,SOM,3/29/2020,3
South Africa,ZAF,3/29/2020,1280
South Sudan,SSD,3/29/2020,0
Spain,ESP,3/29/2020,80110
Sri Lanka,LKA,3/29/2020,117
Sudan,SDN,3/29/2020,6
Suriname,SUR,3/29/2020,8
Sweden,SWE,3/29/2020,3700
Switzerland,CHE,3/29/2020,14829
Syria,SYR,3/29/2020,9
Taiwan*,TWN,3/29/2020,298
Tanzania,TZA,3/29/2020,14
Thailand,THA,3/29/2020,1388
Timor-Leste,TLS,3/29/2020,1
Togo,TGO,3/29/2020,25
Trinidad and Tobago,TTO,3/29/2020,78
Tunisia,TUN,3/29/2020,312
Turkey,TUR,3/29/2020,9217
US,USA,3/29/2020,140909
Uganda,UGA,3/29/2020,33
Ukraine,UKR,3/29/2020,475
United Arab Emirates,ARE,3/29/2020,570
United Kingdom,GBR,3/29/2020,19780
Uruguay,URY,3/29/2020,304
Uzbekistan,UZB,3/29/2020,144
Venezuela,VEN,3/29/2020,119
Vietnam,VNM,3/29/2020,188
Western Sahara,ESH,3/29/2020,0
Yemen,YEM,3/29/2020,0
Zambia,ZMB,3/29/2020,29
Zimbabwe,ZWE,3/29/2020,7
Afghanistan,AFG,3/30/2020,170
Albania,ALB,3/30/2020,223
Algeria,DZA,3/30/2020,584
Andorra,AND,3/30/2020,370
Angola,AGO,3/30/2020,7
Antigua and Barbuda,ATG,3/30/2020,7
Argentina,ARG,3/30/2020,820
Armenia,ARM,3/30/2020,482
Australia,AUS,3/30/2020,4361
Austria,AUT,3/30/2020,9618
Azerbaijan,AZE,3/30/2020,273
Bahamas,BHS,3/30/2020,14
Bahrain,BHR,3/30/2020,515
Bangladesh,BGD,3/30/2020,49
Barbados,BRB,3/30/2020,33
Belarus,BLR,3/30/2020,152
Belgium,BEL,3/30/2020,11899
Belize,BLZ,3/30/2020,3
Benin,BEN,3/30/2020,6
Bhutan,BTN,3/30/2020,4
Bolivia,BOL,3/30/2020,97
Bosnia and Herzegovina,BIH,3/30/2020,368
Botswana,BWA,3/30/2020,3
Brazil,BRA,3/30/2020,4579
Brunei,BRN,3/30/2020,127
Bulgaria,BGR,3/30/2020,359
Burkina Faso,BFA,3/30/2020,246
Burma,BUM,3/30/2020,14
Burundi,BDI,3/30/2020,0
Cabo Verde,CPV,3/30/2020,6
Cambodia,KHM,3/30/2020,107
Cameroon,CMR,3/30/2020,139
Canada,CAN,3/30/2020,7398
Central African Republic,CAF,3/30/2020,3
Chad,TCD,3/30/2020,5
Chile,CHL,3/30/2020,2449
China,CHN,3/30/2020,82198
Colombia,COL,3/30/2020,798
Congo (Brazzaville),COG,3/30/2020,19
Congo (Kinshasa),COD,3/30/2020,81
Costa Rica,CRI,3/30/2020,330
Cote d'Ivoire,CIV,3/30/2020,168
Croatia,HRV,3/30/2020,790
Cuba,CUB,3/30/2020,170
Cyprus,CYP,3/30/2020,230
Czechia,CZE,3/30/2020,3001
Denmark,DNK,3/30/2020,2755
Djibouti,DJI,3/30/2020,18
Dominica,DMA,3/30/2020,11
Dominican Republic,DOM,3/30/2020,901
Ecuador,ECU,3/30/2020,1962
Egypt,EGY,3/30/2020,656
El Salvador,SLV,3/30/2020,30
Equatorial Guinea,GNQ,3/30/2020,12
Eritrea,ERI,3/30/2020,12
Estonia,EST,3/30/2020,715
Eswatini,SWZ,3/30/2020,9
Ethiopia,ETH,3/30/2020,23
Fiji,FJI,3/30/2020,5
Finland,FIN,3/30/2020,1352
France,FRA,3/30/2020,45170
Gabon,GAB,3/30/2020,7
Gambia,GMB,3/30/2020,4
Georgia,GEO,3/30/2020,103
Germany,DEU,3/30/2020,66885
Ghana,GHA,3/30/2020,152
Greece,GRC,3/30/2020,1212
Grenada,GRD,3/30/2020,9
Guatemala,GTM,3/30/2020,36
Guinea,GIN,3/30/2020,22
Guinea-Bissau,GNB,3/30/2020,8
Guyana,GUY,3/30/2020,8
Haiti,HTI,3/30/2020,15
Holy See,VAT,3/30/2020,6
Honduras,HND,3/30/2020,139
Hungary,HUN,3/30/2020,447
Iceland,ISL,3/30/2020,1086
India,IND,3/30/2020,1251
Indonesia,IDN,3/30/2020,1414
Iran,IRN,3/30/2020,41495
Iraq,IRQ,3/30/2020,630
Ireland,IRL,3/30/2020,2910
Israel,ISR,3/30/2020,4695
Italy,ITA,3/30/2020,101739
Jamaica,JAM,3/30/2020,36
Japan,JPN,3/30/2020,1866
Jordan,JOR,3/30/2020,268
Kazakhstan,KAZ,3/30/2020,302
Kenya,KEN,3/30/2020,50
"Korea, South",KOR,3/30/2020,9661
Kosovo,RKS,3/30/2020,94
Kuwait,KWT,3/30/2020,266
Kyrgyzstan,KGZ,3/30/2020,94
Laos,LAO,3/30/2020,8
Latvia,LVA,3/30/2020,376
Lebanon,LBN,3/30/2020,446
Liberia,LBR,3/30/2020,3
Libya,LBY,3/30/2020,8
Liechtenstein,LIE,3/30/2020,62
Lithuania,LTU,3/30/2020,491
Luxembourg,LUX,3/30/2020,1988
Madagascar,MDG,3/30/2020,43
Malawi,MWI,3/30/2020,0
Malaysia,MYS,3/30/2020,2626
Maldives,MDV,3/30/2020,17
Mali,MLI,3/30/2020,25
Malta,MLT,3/30/2020,156
Mauritania,MRT,3/30/2020,5
Mauritius,MUS,3/30/2020,128
Mexico,MEX,3/30/2020,993
Moldova,MDA,3/30/2020,298
Monaco,MCO,3/30/2020,49
Mongolia,MNG,3/30/2020,12
Montenegro,MNE,3/30/2020,91
Morocco,MAR,3/30/2020,556
Mozambique,MOZ,3/30/2020,8
Namibia,NAM,3/30/2020,11
Nepal,NPL,3/30/2020,5
Netherlands,NLD,3/30/2020,11817
New Zealand,NZL,3/30/2020,589
Nicaragua,NIC,3/30/2020,4
Niger,NER,3/30/2020,27
Nigeria,NGA,3/30/2020,131
North Macedonia,MKD,3/30/2020,285
Norway,NOR,3/30/2020,4445
Oman,OMN,3/30/2020,179
Pakistan,PAK,3/30/2020,1717
Panama,PAN,3/30/2020,989
Papua New Guinea,PNG,3/30/2020,1
Paraguay,PRY,3/30/2020,64
Peru,PER,3/30/2020,950
Philippines,PHL,3/30/2020,1546
Poland,POL,3/30/2020,2055
Portugal,PRT,3/30/2020,6408
Qatar,QAT,3/30/2020,693
Romania,ROU,3/30/2020,2109
Russia,RUS,3/30/2020,1836
Rwanda,RWA,3/30/2020,70
Saint Kitts and Nevis,KNA,3/30/2020,7
Saint Lucia,LCA,3/30/2020,9
Saint Vincent and the Grenadines,VCT,3/30/2020,1
San Marino,SMR,3/30/2020,230
Sao Tome and Principe,STP,3/30/2020,0
Saudi Arabia,SAU,3/30/2020,1453
Senegal,SEN,3/30/2020,162
Serbia,SRB,3/30/2020,785
Seychelles,SYC,3/30/2020,8
Sierra Leone,SLE,3/30/2020,0
Singapore,SGP,3/30/2020,879
Slovakia,SVK,3/30/2020,336
Slovenia,SVN,3/30/2020,756
Somalia,SOM,3/30/2020,3
South Africa,ZAF,3/30/2020,1326
South Sudan,SSD,3/30/2020,0
Spain,ESP,3/30/2020,87956
Sri Lanka,LKA,3/30/2020,122
Sudan,SDN,3/30/2020,6
Suriname,SUR,3/30/2020,8
Sweden,SWE,3/30/2020,4028
Switzerland,CHE,3/30/2020,15922
Syria,SYR,3/30/2020,10
Taiwan*,TWN,3/30/2020,306
Tanzania,TZA,3/30/2020,19
Thailand,THA,3/30/2020,1524
Timor-Leste,TLS,3/30/2020,1
Togo,TGO,3/30/2020,30
Trinidad and Tobago,TTO,3/30/2020,82
Tunisia,TUN,3/30/2020,312
Turkey,TUR,3/30/2020,10827
US,USA,3/30/2020,161831
Uganda,UGA,3/30/2020,33
Ukraine,UKR,3/30/2020,548
United Arab Emirates,ARE,3/30/2020,611
United Kingdom,GBR,3/30/2020,22453
Uruguay,URY,3/30/2020,310
Uzbekistan,UZB,3/30/2020,149
Venezuela,VEN,3/30/2020,135
Vietnam,VNM,3/30/2020,203
Western Sahara,ESH,3/30/2020,0
Yemen,YEM,3/30/2020,0
Zambia,ZMB,3/30/2020,35
Zimbabwe,ZWE,3/30/2020,7
Afghanistan,AFG,3/31/2020,174
Albania,ALB,3/31/2020,243
Algeria,DZA,3/31/2020,716
Andorra,AND,3/31/2020,376
Angola,AGO,3/31/2020,7
Antigua and Barbuda,ATG,3/31/2020,7
Argentina,ARG,3/31/2020,1054
Armenia,ARM,3/31/2020,532
Australia,AUS,3/31/2020,4559
Austria,AUT,3/31/2020,10180
Azerbaijan,AZE,3/31/2020,298
Bahamas,BHS,3/31/2020,14
Bahrain,BHR,3/31/2020,567
Bangladesh,BGD,3/31/2020,51
Barbados,BRB,3/31/2020,34
Belarus,BLR,3/31/2020,152
Belgium,BEL,3/31/2020,12775
Belize,BLZ,3/31/2020,3
Benin,BEN,3/31/2020,9
Bhutan,BTN,3/31/2020,4
Bolivia,BOL,3/31/2020,107
Bosnia and Herzegovina,BIH,3/31/2020,420
Botswana,BWA,3/31/2020,4
Brazil,BRA,3/31/2020,5717
Brunei,BRN,3/31/2020,129
Bulgaria,BGR,3/31/2020,399
Burkina Faso,BFA,3/31/2020,261
Burma,BUM,3/31/2020,15
Burundi,BDI,3/31/2020,2
Cabo Verde,CPV,3/31/2020,6
Cambodia,KHM,3/31/2020,109
Cameroon,CMR,3/31/2020,193
Canada,CAN,3/31/2020,8527
Central African Republic,CAF,3/31/2020,3
Chad,TCD,3/31/2020,7
Chile,CHL,3/31/2020,2738
China,CHN,3/31/2020,82279
Colombia,COL,3/31/2020,906
Congo (Brazzaville),COG,3/31/2020,19
Congo (Kinshasa),COD,3/31/2020,98
Costa Rica,CRI,3/31/2020,347
Cote d'Ivoire,CIV,3/31/2020,179
Croatia,HRV,3/31/2020,867
Cuba,CUB,3/31/2020,186
Cyprus,CYP,3/31/2020,262
Czechia,CZE,3/31/2020,3308
Denmark,DNK,3/31/2020,3039
Djibouti,DJI,3/31/2020,30
Dominica,DMA,3/31/2020,12
Dominican Republic,DOM,3/31/2020,1109
Ecuador,ECU,3/31/2020,2240
Egypt,EGY,3/31/2020,710
El Salvador,SLV,3/31/2020,32
Equatorial Guinea,GNQ,3/31/2020,12
Eritrea,ERI,3/31/2020,15
Estonia,EST,3/31/2020,745
Eswatini,SWZ,3/31/2020,9
Ethiopia,ETH,3/31/2020,26
Fiji,FJI,3/31/2020,5
Finland,FIN,3/31/2020,1418
France,FRA,3/31/2020,52827
Gabon,GAB,3/31/2020,16
Gambia,GMB,3/31/2020,4
Georgia,GEO,3/31/2020,110
Germany,DEU,3/31/2020,71808
Ghana,GHA,3/31/2020,161
Greece,GRC,3/31/2020,1314
Grenada,GRD,3/31/2020,9
Guatemala,GTM,3/31/2020,38
Guinea,GIN,3/31/2020,22
Guinea-Bissau,GNB,3/31/2020,8
Guyana,GUY,3/31/2020,12
Haiti,HTI,3/31/2020,15
Holy See,VAT,3/31/2020,6
Honduras,HND,3/31/2020,141
Hungary,HUN,3/31/2020,492
Iceland,ISL,3/31/2020,1135
India,IND,3/31/2020,1397
Indonesia,IDN,3/31/2020,1528
Iran,IRN,3/31/2020,44605
Iraq,IRQ,3/31/2020,694
Ireland,IRL,3/31/2020,3235
Israel,ISR,3/31/2020,5358
Italy,ITA,3/31/2020,105792
Jamaica,JAM,3/31/2020,36
Japan,JPN,3/31/2020,1953
Jordan,JOR,3/31/2020,274
Kazakhstan,KAZ,3/31/2020,343
Kenya,KEN,3/31/2020,59
"Korea, South",KOR,3/31/2020,9786
Kosovo,RKS,3/31/2020,112
Kuwait,KWT,3/31/2020,289
Kyrgyzstan,KGZ,3/31/2020,107
Laos,LAO,3/31/2020,9
Latvia,LVA,3/31/2020,398
Lebanon,LBN,3/31/2020,470
Liberia,LBR,3/31/2020,3
Libya,LBY,3/31/2020,10
Liechtenstein,LIE,3/31/2020,68
Lithuania,LTU,3/31/2020,537
Luxembourg,LUX,3/31/2020,2178
Madagascar,MDG,3/31/2020,57
Malawi,MWI,3/31/2020,0
Malaysia,MYS,3/31/2020,2766
Maldives,MDV,3/31/2020,18
Mali,MLI,3/31/2020,28
Malta,MLT,3/31/2020,169
Mauritania,MRT,3/31/2020,6
Mauritius,MUS,3/31/2020,143
Mexico,MEX,3/31/2020,1094
Moldova,MDA,3/31/2020,353
Monaco,MCO,3/31/2020,52
Mongolia,MNG,3/31/2020,12
Montenegro,MNE,3/31/2020,109
Morocco,MAR,3/31/2020,617
Mozambique,MOZ,3/31/2020,8
Namibia,NAM,3/31/2020,11
Nepal,NPL,3/31/2020,5
Netherlands,NLD,3/31/2020,12667
New Zealand,NZL,3/31/2020,647
Nicaragua,NIC,3/31/2020,5
Niger,NER,3/31/2020,27
Nigeria,NGA,3/31/2020,135
North Macedonia,MKD,3/31/2020,329
Norway,NOR,3/31/2020,4641
Oman,OMN,3/31/2020,192
Pakistan,PAK,3/31/2020,1938
Panama,PAN,3/31/2020,1181
Papua New Guinea,PNG,3/31/2020,1
Paraguay,PRY,3/31/2020,65
Peru,PER,3/31/2020,1065
Philippines,PHL,3/31/2020,2084
Poland,POL,3/31/2020,2311
Portugal,PRT,3/31/2020,7443
Qatar,QAT,3/31/2020,781
Romania,ROU,3/31/2020,2245
Russia,RUS,3/31/2020,2337
Rwanda,RWA,3/31/2020,75
Saint Kitts and Nevis,KNA,3/31/2020,8
Saint Lucia,LCA,3/31/2020,13
Saint Vincent and the Grenadines,VCT,3/31/2020,1
San Marino,SMR,3/31/2020,236
Sao Tome and Principe,STP,3/31/2020,0
Saudi Arabia,SAU,3/31/2020,1563
Senegal,SEN,3/31/2020,175
Serbia,SRB,3/31/2020,900
Seychelles,SYC,3/31/2020,10
Sierra Leone,SLE,3/31/2020,1
Singapore,SGP,3/31/2020,926
Slovakia,SVK,3/31/2020,363
Slovenia,SVN,3/31/2020,802
Somalia,SOM,3/31/2020,5
South Africa,ZAF,3/31/2020,1353
South Sudan,SSD,3/31/2020,0
Spain,ESP,3/31/2020,95923
Sri Lanka,LKA,3/31/2020,143
Sudan,SDN,3/31/2020,7
Suriname,SUR,3/31/2020,9
Sweden,SWE,3/31/2020,4435
Switzerland,CHE,3/31/2020,16605
Syria,SYR,3/31/2020,10
Taiwan*,TWN,3/31/2020,322
Tanzania,TZA,3/31/2020,19
Thailand,THA,3/31/2020,1651
Timor-Leste,TLS,3/31/2020,1
Togo,TGO,3/31/2020,34
Trinidad and Tobago,TTO,3/31/2020,87
Tunisia,TUN,3/31/2020,394
Turkey,TUR,3/31/2020,13531
US,USA,3/31/2020,188172
Uganda,UGA,3/31/2020,44
Ukraine,UKR,3/31/2020,645
United Arab Emirates,ARE,3/31/2020,664
United Kingdom,GBR,3/31/2020,25481
Uruguay,URY,3/31/2020,338
Uzbekistan,UZB,3/31/2020,172
Venezuela,VEN,3/31/2020,135
Vietnam,VNM,3/31/2020,212
Western Sahara,ESH,3/31/2020,0
Yemen,YEM,3/31/2020,0
Zambia,ZMB,3/31/2020,35
Zimbabwe,ZWE,3/31/2020,8
Afghanistan,AFG,4/1/2020,237
Albania,ALB,4/1/2020,259
Algeria,DZA,4/1/2020,847
Andorra,AND,4/1/2020,390
Angola,AGO,4/1/2020,8
Antigua and Barbuda,ATG,4/1/2020,7
Argentina,ARG,4/1/2020,1054
Armenia,ARM,4/1/2020,571
Australia,AUS,4/1/2020,4862
Austria,AUT,4/1/2020,10711
Azerbaijan,AZE,4/1/2020,359
Bahamas,BHS,4/1/2020,21
Bahrain,BHR,4/1/2020,569
Bangladesh,BGD,4/1/2020,54
Barbados,BRB,4/1/2020,34
Belarus,BLR,4/1/2020,163
Belgium,BEL,4/1/2020,13964
Belize,BLZ,4/1/2020,3
Benin,BEN,4/1/2020,13
Bhutan,BTN,4/1/2020,4
Bolivia,BOL,4/1/2020,115
Bosnia and Herzegovina,BIH,4/1/2020,459
Botswana,BWA,4/1/2020,4
Brazil,BRA,4/1/2020,6836
Brunei,BRN,4/1/2020,131
Bulgaria,BGR,4/1/2020,422
Burkina Faso,BFA,4/1/2020,282
Burma,BUM,4/1/2020,15
Burundi,BDI,4/1/2020,2
Cabo Verde,CPV,4/1/2020,6
Cambodia,KHM,4/1/2020,109
Cameroon,CMR,4/1/2020,233
Canada,CAN,4/1/2020,9560
Central African Republic,CAF,4/1/2020,3
Chad,TCD,4/1/2020,7
Chile,CHL,4/1/2020,3031
China,CHN,4/1/2020,82361
Colombia,COL,4/1/2020,1065
Congo (Brazzaville),COG,4/1/2020,19
Congo (Kinshasa),COD,4/1/2020,109
Costa Rica,CRI,4/1/2020,375
Cote d'Ivoire,CIV,4/1/2020,190
Croatia,HRV,4/1/2020,963
Cuba,CUB,4/1/2020,212
Cyprus,CYP,4/1/2020,320
Czechia,CZE,4/1/2020,3508
Denmark,DNK,4/1/2020,3290
Djibouti,DJI,4/1/2020,33
Dominica,DMA,4/1/2020,12
Dominican Republic,DOM,4/1/2020,1284
Ecuador,ECU,4/1/2020,2748
Egypt,EGY,4/1/2020,779
El Salvador,SLV,4/1/2020,32
Equatorial Guinea,GNQ,4/1/2020,15
Eritrea,ERI,4/1/2020,15
Estonia,EST,4/1/2020,779
Eswatini,SWZ,4/1/2020,9
Ethiopia,ETH,4/1/2020,29
Fiji,FJI,4/1/2020,5
Finland,FIN,4/1/2020,1446
France,FRA,4/1/2020,57749
Gabon,GAB,4/1/2020,18
Gambia,GMB,4/1/2020,4
Georgia,GEO,4/1/2020,117
Germany,DEU,4/1/2020,77872
Ghana,GHA,4/1/2020,195
Greece,GRC,4/1/2020,1415
Grenada,GRD,4/1/2020,9
Guatemala,GTM,4/1/2020,39
Guinea,GIN,4/1/2020,30
Guinea-Bissau,GNB,4/1/2020,9
Guyana,GUY,4/1/2020,19
Haiti,HTI,4/1/2020,16
Holy See,VAT,4/1/2020,6
Honduras,HND,4/1/2020,172
Hungary,HUN,4/1/2020,525
Iceland,ISL,4/1/2020,1220
India,IND,4/1/2020,1998
Indonesia,IDN,4/1/2020,1677
Iran,IRN,4/1/2020,47593
Iraq,IRQ,4/1/2020,728
Ireland,IRL,4/1/2020,3447
Israel,ISR,4/1/2020,6092
Italy,ITA,4/1/2020,110574
Jamaica,JAM,4/1/2020,44
Japan,JPN,4/1/2020,2178
Jordan,JOR,4/1/2020,278
Kazakhstan,KAZ,4/1/2020,380
Kenya,KEN,4/1/2020,81
"Korea, South",KOR,4/1/2020,9887
Kosovo,RKS,4/1/2020,125
Kuwait,KWT,4/1/2020,317
Kyrgyzstan,KGZ,4/1/2020,111
Laos,LAO,4/1/2020,10
Latvia,LVA,4/1/2020,446
Lebanon,LBN,4/1/2020,479
Liberia,LBR,4/1/2020,6
Libya,LBY,4/1/2020,10
Liechtenstein,LIE,4/1/2020,68
Lithuania,LTU,4/1/2020,581
Luxembourg,LUX,4/1/2020,2319
Madagascar,MDG,4/1/2020,57
Malawi,MWI,4/1/2020,0
Malaysia,MYS,4/1/2020,2908
Maldives,MDV,4/1/2020,19
Mali,MLI,4/1/2020,31
Malta,MLT,4/1/2020,188
Mauritania,MRT,4/1/2020,6
Mauritius,MUS,4/1/2020,161
Mexico,MEX,4/1/2020,1215
Moldova,MDA,4/1/2020,423
Monaco,MCO,4/1/2020,55
Mongolia,MNG,4/1/2020,14
Montenegro,MNE,4/1/2020,123
Morocco,MAR,4/1/2020,654
Mozambique,MOZ,4/1/2020,10
Namibia,NAM,4/1/2020,14
Nepal,NPL,4/1/2020,5
Netherlands,NLD,4/1/2020,13696
New Zealand,NZL,4/1/2020,708
Nicaragua,NIC,4/1/2020,5
Niger,NER,4/1/2020,74
Nigeria,NGA,4/1/2020,174
North Macedonia,MKD,4/1/2020,354
Norway,NOR,4/1/2020,4863
Oman,OMN,4/1/2020,210
Pakistan,PAK,4/1/2020,2118
Panama,PAN,4/1/2020,1181
Papua New Guinea,PNG,4/1/2020,1
Paraguay,PRY,4/1/2020,69
Peru,PER,4/1/2020,1323
Philippines,PHL,4/1/2020,2311
Poland,POL,4/1/2020,2554
Portugal,PRT,4/1/2020,8251
Qatar,QAT,4/1/2020,835
Romania,ROU,4/1/2020,2460
Russia,RUS,4/1/2020,2777
Rwanda,RWA,4/1/2020,82
Saint Kitts and Nevis,KNA,4/1/2020,8
Saint Lucia,LCA,4/1/2020,13
Saint Vincent and the Grenadines,VCT,4/1/2020,1
San Marino,SMR,4/1/2020,236
Sao Tome and Principe,STP,4/1/2020,0
Saudi Arabia,SAU,4/1/2020,1720
Senegal,SEN,4/1/2020,190
Serbia,SRB,4/1/2020,1060
Seychelles,SYC,4/1/2020,10
Sierra Leone,SLE,4/1/2020,2
Singapore,SGP,4/1/2020,1000
Slovakia,SVK,4/1/2020,400
Slovenia,SVN,4/1/2020,841
Somalia,SOM,4/1/2020,5
South Africa,ZAF,4/1/2020,1380
South Sudan,SSD,4/1/2020,0
Spain,ESP,4/1/2020,104118
Sri Lanka,LKA,4/1/2020,146
Sudan,SDN,4/1/2020,7
Suriname,SUR,4/1/2020,10
Sweden,SWE,4/1/2020,4947
Switzerland,CHE,4/1/2020,17768
Syria,SYR,4/1/2020,10
Taiwan*,TWN,4/1/2020,329
